"JOB_ID","MACHINE_ID","JOB_DESC","DUE_DATE","CUSTOMER","GLOBE_JOB_NUM","FINISH_DATE","YIELD_QTY","ORDER_QTY","START_DATE","MATERIAL_DATE"
200041,40,"GL200041 GRAPHIC MGMT",1673582399,33,"GL200041",1672687490,0,26300,1672668920,1672659850
200042,40,"GL200042 KEYSTONE",1673668799,32,"GL200042",1672832480,0,25000,1672759710,1672666000
200043,40,"GL200043 CARDBOX",1673582399,4,"GL200043",1672701520,0,18200,1672687500,1672682100
200044,35,"GL200044 ARKAY",1673323199,39,"GL200044",1672710960,0,300,1672704640,1672685300
200045,40,"GL200045 KEYSTONE",1673582399,32,"GL200045",1672747770,0,800,1672743600,1672705750
200046,40,"GL200046 MENASHA",1673582399,14,"GL200046",1672750550,0,1600,1672747780,1672713150
200047,35,"GL200047 KEYSTONE",1673841599,32,"GL200047",1672761280,0,23100,1672746650,1672746650
200048,35,"GL200048 GPI",1673668799,49,"GL200048",1672766430,0,1000,1672761290,1672751250
200049,57,"GL200049 KEYSTONE",1673668799,32,"GL200049",1672832650,0,128800,1672753450,1672753450
200050,40,"GL200050 CO2",1673841599,50,"GL200050",1672960300,0,57200,1672938890,1672758000
200051,40,"GL200051 CARDBOX",1673668799,4,"GL200051",1672861480,0,35700,1672832490,1672762050
200052,35,"GL200052 GHP",1673668799,45,"GL200052",1672786020,0,33100,1672766440,1672765200
200053,35,"GL200053 CO2",1673841599,50,"GL200053",1672801190,0,22400,1672786030,1672784000
200054,35,"GL200054 GRAPHIC MGMT",1673582399,33,"GL200054",1672834120,0,1100,1672830000,1672798550
200055,50,"GL200055 ARKAY",1674014399,39,"GL200055",1672875680,0,43100,1672854500,1672800200
200056,35,"GL200056 GHP",1673927999,45,"GL200056",1672923970,0,15200,1672917040,1672830250
200057,35,"GL200057 GRAPHIC MGMT",1673841599,33,"GL200057",1672860940,0,35200,1672844210,1672831700
200058,35,"GL200058 GPI",1673755199,49,"GL200058",1672844200,0,12800,1672834130,1672832250
200059,40,"GL200059 GRAPHIC MGMT",1673582399,33,"GL200059",1672938880,0,45600,1672861490,1672843250
200060,35,"GL200060 ARKAY",1673755199,39,"GL200060",1672917030,0,15200,1672875860,1672853200
200061,35,"GL200061 CARDBOX",1673668799,4,"GL200061",1672875850,0,23900,1672860950,1672856300
200062,55,"GL200062 KEYSTONE",1673668799,32,"GL200062",1672861070,0,400,1672857100,1672857100
200063,57,"GL200063 CO2",1673668799,50,"GL200063",1672872070,0,28300,1672858600,1672858600
200064,50,"GL200064 ALBERT",1673582399,52,"GL200064",1672955930,0,70700,1672875690,1672860350
200065,58,"GL200065 GPA GLOBAL",1673409599,48,"GL200065",1672886710,0,44100,1672869660,1672863550
200066,55,"GL200066 KEYSTONE",1673668799,32,"GL200066",1672872040,0,13200,1672864500,1672864500
200067,58,"GL200067 GPI",1673582399,49,"GL200067",1672926640,0,18400,1672886720,1672869150
200068,35,"GL200068 GPI",1673927999,49,"GL200068",1672928340,0,500,1672923980,1672869850
200069,55,"GL200069 CULTECH",1673841599,43,"GL200069",1672971990,0,1500,1672968400,1672870600
200070,55,"GL200070 GHP",1673582399,45,"GL200070",1672968390,0,118000,1672872050,1672871100
200071,49,"GL200071 CARDBOX",1673755199,4,"GL200071",1672932300,0,900,1672930610,1672874350
200072,49,"GL200072 GRAPHIC MGMT",1673841599,33,"GL200072",1672953170,0,23200,1672932310,1672881450
200073,35,"GL200073 GPA GLOBAL",1674187199,48,"GL200073",1672946300,0,24700,1672928350,1672884600
200074,40,"GL200074 IPB",1674014399,34,"GL200074",1673013960,0,20300,1672960310,1672917950
200075,51,"GL200075 ARKAY",1673927999,39,"GL200075",1672969480,0,1300,1672962240,1672922600
200076,58,"GL200076 GPI",1673927999,49,"GL200076",1672942870,0,32500,1672926650,1672926400
200077,51,"GL200077 GPA GLOBAL",1673755199,48,"GL200077",1672950800,0,20300,1672940020,1672926900
200078,51,"GL200078 GRAPHIC MGMT",1673755199,33,"GL200078",1672955760,0,500,1672950810,1672930350
200079,35,"GL200079 MENASHA",1673582399,14,"GL200079",1673005840,0,50300,1672946310,1672930800
200080,51,"GL200080 CARDBOX",1673841599,4,"GL200080",1672962230,0,11100,1672955770,1672935850
200081,49,"GL200081 GHP",1673582399,45,"GL200081",1673015090,0,46800,1672953180,1672940600
200082,57,"GL200082 GHP",1674014399,45,"GL200082",1672957620,0,25700,1672941950,1672941950
200083,40,"GL200083 CULTECH",1674100799,43,"GL200083",1673016950,0,1200,1673013970,1672945650
200084,49,"GL200084 IPB",1673668799,34,"GL200084",1673032400,0,19700,1673015100,1672946450
200085,51,"GL200085 MENASHA",1674187199,14,"GL200085",1673315340,0,27200,1672969490,1672948500
200086,58,"GL200086 GPI",1674273599,49,"GL200086",1672959170,0,34900,1672950100,1672950100
200087,50,"GL200087 ARKAY",1673409599,39,"GL200087",1672968320,0,26200,1672955940,1672951350
200088,58,"GL200088 GRAPHIC MGMT",1673927999,33,"GL200088",1672970570,0,16000,1672959180,1672956400
200089,55,"GL200089 ARKAY",1673927999,39,"GL200089",1673274840,0,135200,1672972000,1672963900
200090,58,"GL200090 GPA GLOBAL",1673841599,48,"GL200090",1673014980,0,52800,1672970580,1672964250
200091,35,"GL200091 GPA GLOBAL",1673582399,48,"GL200091",1673008500,0,300,1673005850,1672968700
200092,40,"GL200092 ALBERT",1673841599,52,"GL200092",1673006230,0,900,1673002800,1672969800
200093,35,"GL200093 GRAPHIC MGMT",1673927999,33,"GL200093",1673095080,0,38700,1673047920,1672970550
200094,50,"GL200094 CARDBOX",1673841599,4,"GL200094",1672972800,0,1000,1672970700,1672970700
200095,35,"GL200095 GHP",1673841599,45,"GL200095",1673047910,0,116700,1673008510,1672971100
200096,51,"GL200096 GHP",1674100799,45,"GL200096",1673032880,0,87000,1673002800,1672972200
200097,50,"GL200097 GRAPHIC MGMT",1674014399,33,"GL200097",1673015820,0,17500,1673003750,1673003750
200098,49,"GL200098 GHP",1673841599,45,"GL200098",1673055810,0,47900,1673032410,1673005400
200099,40,"GL200099 GRAPHIC MGMT",1674100799,33,"GL200099",1673058700,0,30000,1673016960,1673008600
200100,50,"GL200100 CULTECH",1674532799,43,"GL200100",1673028400,0,19400,1673015830,1673012950
200101,40,"GL200101 GPI",1674100799,49,"GL200101",1673478540,0,700,1673474680,1673019950
200102,49,"GL200102 GPA GLOBAL",1673841599,48,"GL200102",1673107370,0,24600,1673055820,1673020500
200103,58,"GL200103 GPI",1673841599,49,"GL200103",1673026440,0,1900,1673021050,1673021050
200104,51,"GL200104 GPA GLOBAL",1674100799,48,"GL200104",1673047020,0,28100,1673032890,1673021650
200105,40,"GL200105 GHP",1674187199,45,"GL200105",1673481980,0,1200,1673478550,1673021900
200106,50,"GL200106 MENASHA",1673841599,14,"GL200106",1673043750,0,35400,1673028410,1673022450
200107,58,"GL200107 CO2",1673668799,50,"GL200107",1673031220,0,1300,1673027900,1673027900
200108,40,"GL200108 GHP",1674014399,45,"GL200108",1673450520,0,33800,1673091620,1673028500
200109,40,"GL200109 KEYSTONE",1674014399,32,"GL200109",1673474670,0,27600,1673450530,1673029000
200110,50,"GL200110 IPB",1673755199,34,"GL200110",1673100270,0,88400,1673043760,1673031350
200111,58,"GL200111 GPA GLOBAL",1674014399,48,"GL200111",1673043660,0,19700,1673033200,1673033200
200112,40,"GL200112 MENASHA",1673927999,14,"GL200112",1673091610,0,2500,1673058710,1673033350
200113,58,"GL200113 GHP",1673927999,45,"GL200113",1673049400,0,20400,1673043670,1673034000
200114,51,"GL200114 ARKAY",1674273599,39,"GL200114",1673351040,0,14000,1673315350,1673042350
200115,51,"GL200115 CO2",1673927999,50,"GL200115",1673304370,0,138400,1673047030,1673046300
200116,49,"GL200116 GPA GLOBAL",1674014399,48,"GL200116",1673310020,0,37700,1673107380,1673053850
200117,35,"GL200117 ALBERT",1674100799,52,"GL200117",1673104220,0,19700,1673095090,1673058750
200118,58,"GL200118 GPA GLOBAL",1674014399,48,"GL200118",1673095570,0,18700,1673059100,1673059100
200119,50,"GL200119 CULTECH",1674100799,43,"GL200119",1673275170,0,600,1673273140,1673092600
200120,50,"GL200120 CO2",1673755199,50,"GL200120",1673273130,0,45200,1673100280,1673094250
200121,58,"GL200121 GPI",1674273599,49,"GL200121",1673309500,0,180900,1673095580,1673095250
200122,40,"GL200122 GHP",1673927999,45,"GL200122",1673439800,0,150600,1673262000,1673099600
200123,35,"GL200123 KEYSTONE",1674100799,32,"GL200123",1673278390,0,29600,1673263500,1673263500
200124,55,"GL200124 ALBERT",1674100799,52,"GL200124",1673295890,0,36600,1673274850,1673264150
200125,35,"GL200125 GRAPHIC MGMT",1674446399,33,"GL200125",1673281780,0,1000,1673278400,1673264700
200126,50,"GL200126 CARDBOX",1674359999,4,"GL200126",1673285730,0,15800,1673275180,1673265950
200127,50,"GL200127 MENASHA",1674273599,14,"GL200127",1673352270,0,64900,1673285740,1673276050
200128,35,"GL200128 GHP",1674100799,45,"GL200128",1673286070,0,300,1673283850,1673283850
200129,35,"GL200129 GRAPHIC MGMT",1674273599,33,"GL200129",1673355860,0,111600,1673286900,1673286900
200130,49,"GL200130 KEYSTONE",1674359999,32,"GL200130",1673393790,0,26700,1673375730,1673289700
200131,55,"GL200131 IPB",1674273599,34,"GL200131",1673447230,0,88500,1673295900,1673291900
200132,49,"GL200132 CULTECH",1673841599,43,"GL200132",1673375720,0,40000,1673310030,1673292350
200133,49,"GL200133 CARDBOX",1674446399,4,"GL200133",1673550610,0,24700,1673531420,1673295550
200134,50,"GL200134 KEYSTONE",1674273599,32,"GL200134",1673355340,0,1200,1673352280,1673308850
200135,58,"GL200135 ARKAY",1674273599,39,"GL200135",1673353460,0,32500,1673309510,1673309350
200136,58,"GL200136 CO2",1674273599,50,"GL200136",1673377210,0,5800,1673374170,1673312950
200137,51,"GL200137 IPB",1674273599,34,"GL200137",1673363940,0,26700,1673351050,1673317350
200138,58,"GL200138 GPA GLOBAL",1674100799,48,"GL200138",1673374160,0,75100,1673353470,1673349100
200139,50,"GL200139 KEYSTONE",1674446399,32,"GL200139",1673370780,0,1300,1673366200,1673351600
200140,50,"GL200140 CULTECH",1674273599,43,"GL200140",1673366190,0,22800,1673355350,1673354000
200141,50,"GL200141 CULTECH",1674273599,43,"GL200141",1673381510,0,20800,1673370790,1673370250
200142,51,"GL200142 KEYSTONE",1674100799,32,"GL200142",1673385170,0,32700,1673370700,1673370700
200143,58,"GL200143 CARDBOX",1674359999,4,"GL200143",1673385130,0,22000,1673377220,1673371250
200144,35,"GL200144 GPA GLOBAL",1674100799,48,"GL200144",1673389330,0,18500,1673376550,1673376550
200145,58,"GL200145 GRAPHIC MGMT",1674100799,33,"GL200145",1673394750,0,17600,1673385140,1673377250
200146,50,"GL200146 IPB",1674273599,34,"GL200146",1673392670,0,27300,1673381520,1673378050
200147,35,"GL200147 GPA GLOBAL",1674273599,48,"GL200147",1673452290,0,14800,1673446130,1673380300
200148,50,"GL200148 GPA GLOBAL",1674187199,48,"GL200148",1673405860,0,20800,1673392680,1673384850
200149,35,"GL200149 ARKAY",1674187199,39,"GL200149",1673402990,0,19300,1673389340,1673389150
200150,58,"GL200150 GHP",1674273599,45,"GL200150",1673400390,0,1200,1673394760,1673389750
200151,49,"GL200151 GPA GLOBAL",1674273599,48,"GL200151",1673458410,0,33900,1673393800,1673392850
200152,40,"GL200152 CULTECH",1674359999,43,"GL200152",1673612130,0,147500,1673481990,1673393900
200153,35,"GL200153 IPB",1674187199,34,"GL200153",1673446120,0,26100,1673403000,1673396200
200154,58,"GL200154 CULTECH",1674273599,43,"GL200154",1673405310,0,1300,1673403050,1673403050
200155,58,"GL200155 CARDBOX",1674273599,4,"GL200155",1673440270,0,21400,1673405320,1673404700
200156,35,"GL200156 CO2",1674359999,50,"GL200156",1673536890,0,86400,1673452300,1673438100
200157,51,"GL200157 IPB",1674273599,34,"GL200157",1673528470,0,220300,1673441400,1673441400
200158,49,"GL200158 ARKAY",1674273599,39,"GL200158",1673531410,0,100800,1673458420,1673443650
200159,58,"GL200159 GPA GLOBAL",1674446399,48,"GL200159",1673480590,0,142000,1673447150,1673447150
200160,50,"GL200160 CULTECH",1674532799,43,"GL200160",1673475660,0,48200,1673453250,1673453250
200161,50,"GL200161 GRAPHIC MGMT",1674705599,33,"GL200161",1673486730,0,15900,1673475670,1673458450
200162,57,"GL200162 MENASHA",1673927999,14,"GL200162",1673471960,0,18600,1673465450,1673465450
200163,49,"GL200163 CULTECH",1674446399,43,"GL200163",1673714420,0,140100,1673550620,1673471950
200164,50,"GL200164 ALBERT",1674359999,52,"GL200164",1673526680,0,15600,1673486740,1673477400
200165,58,"GL200165 IPB",1674359999,34,"GL200165",1673529510,0,62000,1673480600,1673478000
200166,57,"GL200166 IPB",1674359999,34,"GL200166",1673526440,0,30100,1673479300,1673479300
200167,50,"GL200167 CULTECH",1674619199,43,"GL200167",1673564150,0,87600,1673526690,1673482400
200168,35,"GL200168 CO2",1674273599,50,"GL200168",1673524260,0,1000,1673521200,1673487900
200169,35,"GL200169 GHP",1674791999,45,"GL200169",1673890460,0,900,1673885830,1673490800
200170,55,"GL200170 CARDBOX",1674273599,4,"GL200170",1673525140,0,6500,1673492300,1673492300
200171,55,"GL200171 GRAPHIC MGMT",1674446399,33,"GL200171",1673623930,0,110200,1673525900,1673525900
200172,58,"GL200172 CULTECH",1674359999,43,"GL200172",1673532520,0,700,1673529520,1673528450
200173,35,"GL200173 IPB",1674446399,34,"GL200173",1673572980,0,18700,1673556460,1673532750
200174,35,"GL200174 CULTECH",1674359999,43,"GL200174",1673556450,0,34100,1673536900,1673534100
200175,58,"GL200175 CO2",1674619199,50,"GL200175",1673545230,0,30300,1673535450,1673535450
200176,58,"GL200176 KEYSTONE",1674878399,32,"GL200176",1673558170,0,28000,1673545240,1673544750
200177,51,"GL200177 IPB",1674791999,34,"GL200177",1673549200,0,4200,1673544950,1673544950
200178,51,"GL200178 GRAPHIC MGMT",1674619199,33,"GL200178",1673641340,0,153200,1673549210,1673546000
200179,35,"GL200179 ARKAY",1674446399,39,"GL200179",1673622430,0,26400,1673572990,1673548950
200180,50,"GL200180 GPI",1674791999,49,"GL200180",1673632100,0,81200,1673564160,1673551500
200181,40,"GL200181 GHP",1674532799,45,"GL200181",1673625990,0,25700,1673612140,1673555600
200182,58,"GL200182 GPI",1674446399,49,"GL200182",1673619720,0,37700,1673560800,1673560800
200183,58,"GL200183 CARDBOX",1674187199,4,"GL200183",1673613260,0,10600,1673607600,1673569500
200184,58,"GL200184 MENASHA",1674446399,14,"GL200184",1673623980,0,10700,1673619730,1673574200
200185,35,"GL200185 GRAPHIC MGMT",1674446399,33,"GL200185",1673630390,0,10700,1673622440,1673577150
200186,35,"GL200186 CARDBOX",1674532799,4,"GL200186",1673885820,0,89100,1673630400,1673610950
200187,55,"GL200187 MENASHA",1674532799,14,"GL200187",1673633980,0,10300,1673623940,1673611800
200188,57,"GL200188 ARKAY",1674619199,39,"GL200188",1673620230,0,1300,1673616300,1673616300
200189,40,"GL200189 IPB",1674619199,34,"GL200189",1673993390,0,16200,1673981280,1673622250
200190,40,"GL200190 CO2",1674446399,50,"GL200190",1673702550,0,81400,1673626000,1673623350
200191,55,"GL200191 CO2",1674964799,50,"GL200191",1673661330,0,1800,1673654640,1673625350
200192,55,"GL200192 MENASHA",1674532799,14,"GL200192",1673637680,0,1400,1673633990,1673630000
200193,50,"GL200193 CARDBOX",1674359999,4,"GL200193",1673635940,0,800,1673633150,1673633150
200194,55,"GL200194 CARDBOX",1674619199,4,"GL200194",1673654630,0,29000,1673637690,1673633900
200195,50,"GL200195 ARKAY",1674446399,39,"GL200195",1673649930,0,32100,1673635950,1673635050
200196,58,"GL200196 ARKAY",1674532799,39,"GL200196",1673642450,0,6900,1673639050,1673639050
200197,40,"GL200197 CULTECH",1674446399,43,"GL200197",1673981270,0,196400,1673702560,1673643600
200198,50,"GL200198 GHP",1674619199,45,"GL200198",1673663490,0,30500,1673650000,1673650000
200199,50,"GL200199 KEYSTONE",1674273599,32,"GL200199",1673996860,0,181400,1673663500,1673651000
200200,49,"GL200200 ALBERT",1674791999,52,"GL200200",1673884890,0,1400,1673882630,1673651650
200201,58,"GL200201 ALBERT",1674791999,52,"GL200201",1673703630,0,55100,1673652400,1673652400
200202,55,"GL200202 ALBERT",1674619199,52,"GL200202",1673664840,0,800,1673661340,1673655800
200203,51,"GL200203 CARDBOX",1674532799,4,"GL200203",1673702060,0,29700,1673659300,1673659300
200204,55,"GL200204 GPI",1674705599,49,"GL200204",1673711190,0,1200,1673707920,1673660000
200205,55,"GL200205 GPI",1674446399,49,"GL200205",1673707910,0,32800,1673664850,1673664050
200206,49,"GL200206 CULTECH",1674359999,43,"GL200206",1673882620,0,22600,1673714430,1673694250
200207,58,"GL200207 CO2",1674446399,50,"GL200207",1673706540,0,500,1673703640,1673702750
200208,51,"GL200208 IPB",1674619199,34,"GL200208",1673711400,0,300,1673709450,1673709450
200209,51,"GL200209 CO2",1674619199,50,"GL200209",1673872440,0,19900,1673711410,1673709550
200210,58,"GL200210 KEYSTONE",1674705599,32,"GL200210",1673871730,0,18800,1673711400,1673711400
200211,55,"GL200211 ALBERT",1675051199,52,"GL200211",1673868770,0,100,1673714850,1673714850
200212,58,"GL200212 ALBERT",1674619199,52,"GL200212",1673882720,0,26700,1673871740,1673868400
200213,57,"GL200213 GPI",1674791999,49,"GL200213",1673871960,0,1000,1673868950,1673868950
200214,51,"GL200214 GPA GLOBAL",1674532799,48,"GL200214",1673902160,0,116500,1673872450,1673871600
200215,57,"GL200215 GPA GLOBAL",1674791999,48,"GL200215",1673979270,0,33100,1673873750,1673873750
200216,35,"GL200216 CO2",1674964799,50,"GL200216",1673894130,0,4200,1673890470,1673875650
200217,55,"GL200217 GHP",1674619199,45,"GL200217",1673898510,0,41400,1673879100,1673879100
200218,49,"GL200218 KEYSTONE",1674964799,32,"GL200218",1673890190,0,1100,1673884900,1673882300
200219,58,"GL200219 GPA GLOBAL",1674705599,48,"GL200219",1673900070,0,35600,1673883050,1673883050
200220,55,"GL200220 ALBERT",1674705599,52,"GL200220",1674058990,0,153300,1673898520,1673890900
200221,35,"GL200221 CARDBOX",1674878399,4,"GL200221",1673897860,0,1200,1673895200,1673895200
200222,49,"GL200222 GHP",1674446399,45,"GL200222",1673920350,0,24300,1673896900,1673896900
200223,49,"GL200223 GHP",1674964799,45,"GL200223",1674516630,0,400,1674514320,1673899000
200224,58,"GL200224 IPB",1674791999,34,"GL200224",1673908810,0,1200,1673905650,1673905650
200225,35,"GL200225 ALBERT",1674964799,52,"GL200225",1673921360,0,21400,1673906250,1673906250
200226,49,"GL200226 ALBERT",1674705599,52,"GL200226",1673997330,0,84500,1673920360,1673907250
200227,51,"GL200227 CARDBOX",1674705599,4,"GL200227",1673919800,0,900,1673913300,1673913300
200228,40,"GL200228 GHP",1674964799,45,"GL200228",1674162920,0,39900,1674141040,1673918600
200229,35,"GL200229 KEYSTONE",1674878399,32,"GL200229",1673954400,0,1300,1673923000,1673923000
200230,58,"GL200230 CULTECH",1675051199,43,"GL200230",1673955390,0,600,1673924100,1673924100
200231,35,"GL200231 CARDBOX",1674705599,4,"GL200231",1673964600,0,16300,1673954700,1673954700
200232,49,"GL200232 ARKAY",1674791999,39,"GL200232",1674000670,0,800,1673997340,1673957750
200233,58,"GL200233 GRAPHIC MGMT",1674964799,33,"GL200233",1673963830,0,17600,1673958600,1673958600
200234,51,"GL200234 GPA GLOBAL",1675483199,48,"GL200234",1673967150,0,12900,1673959050,1673959050
200235,35,"GL200235 CARDBOX",1674878399,4,"GL200235",1673976860,0,16600,1673964610,1673960650
200236,40,"GL200236 CULTECH",1674791999,43,"GL200236",1674141030,0,97100,1673993400,1673963350
200237,58,"GL200237 KEYSTONE",1674878399,32,"GL200237",1673967130,0,1200,1673964350,1673964350
200238,58,"GL200238 ARKAY",1674878399,39,"GL200238",1673969110,0,1300,1673967140,1673966450
200239,50,"GL200239 ARKAY",1674619199,39,"GL200239",1674009350,0,19000,1673996870,1673967800
200240,58,"GL200240 CO2",1675137599,50,"GL200240",1673976800,0,6600,1673969300,1673969300
200241,35,"GL200241 ARKAY",1675137599,39,"GL200241",1673980010,0,1200,1673976870,1673969600
200242,49,"GL200242 GPA GLOBAL",1674878399,48,"GL200242",1674223200,0,157200,1674000680,1673970350
200243,51,"GL200243 CULTECH",1674619199,43,"GL200243",1674085800,0,179400,1673970850,1673970850
200244,58,"GL200244 GHP",1674705599,45,"GL200244",1673989550,0,34500,1673976810,1673976650
200245,35,"GL200245 CO2",1674878399,50,"GL200245",1674070030,0,127400,1673981800,1673981800
200246,57,"GL200246 CARDBOX",1674878399,4,"GL200246",1673990770,0,19500,1673984450,1673984450
200247,57,"GL200247 KEYSTONE",1675223999,32,"GL200247",1674136580,0,1000,1674132940,1673986900
200248,57,"GL200248 GHP",1674791999,45,"GL200248",1674132930,0,191800,1673990780,1673990500
200249,58,"GL200249 GPA GLOBAL",1674791999,48,"GL200249",1673996360,0,800,1673993800,1673993800
200250,58,"GL200250 MENASHA",1675137599,14,"GL200250",1674059220,0,41800,1673999050,1673999050
200251,50,"GL200251 IPB",1674705599,34,"GL200251",1674095810,0,90100,1674009400,1674009400
200252,58,"GL200252 MENASHA",1674791999,14,"GL200252",1674043060,0,1200,1674039600,1674009650
200253,58,"GL200253 ARKAY",1674878399,39,"GL200253",1674053110,0,400,1674050970,1674009900
200254,58,"GL200254 GHP",1674791999,45,"GL200254",1674050960,0,17000,1674043070,1674040350
200255,55,"GL200255 ALBERT",1674791999,52,"GL200255",1674063910,0,600,1674059000,1674052700
200256,58,"GL200256 CULTECH",1674705599,43,"GL200256",1674070810,0,30500,1674059230,1674053350
200257,55,"GL200257 GRAPHIC MGMT",1675223999,33,"GL200257",1674082650,0,31500,1674063920,1674055550
200258,35,"GL200258 MENASHA",1674705599,14,"GL200258",1674077230,0,19500,1674070040,1674062850
200259,55,"GL200259 GPA GLOBAL",1675051199,48,"GL200259",1674167600,0,90200,1674082660,1674065500
200260,40,"GL200260 CULTECH",1675137599,43,"GL200260",1674182190,0,16900,1674162930,1674066400
200261,35,"GL200261 GRAPHIC MGMT",1674791999,33,"GL200261",1674091810,0,29300,1674077240,1674067400
200262,58,"GL200262 GPA GLOBAL",1674964799,48,"GL200262",1674087170,0,25000,1674073950,1674073950
200263,58,"GL200263 GHP",1674878399,45,"GL200263",1674096730,0,22900,1674087180,1674079850
200264,51,"GL200264 IPB",1675137599,34,"GL200264",1674129630,0,29000,1674085810,1674083700
200265,49,"GL200265 MENASHA",1674878399,14,"GL200265",1674514310,0,124500,1674223210,1674086000
200266,50,"GL200266 CO2",1675051199,50,"GL200266",1674158320,0,94200,1674095820,1674086300
200267,35,"GL200267 CULTECH",1674619199,43,"GL200267",1674133160,0,23600,1674091820,1674087600
200268,58,"GL200268 MENASHA",1674705599,14,"GL200268",1674127660,0,700,1674096740,1674092000
200269,40,"GL200269 GHP",1675223999,45,"GL200269",1674267570,0,31200,1674227150,1674128950
200270,35,"GL200270 GPA GLOBAL",1675137599,48,"GL200270",1674153920,0,36500,1674134500,1674134500
200271,51,"GL200271 CO2",1674705599,50,"GL200271",1674143540,0,13600,1674137050,1674137050
200272,35,"GL200272 GPI",1674791999,49,"GL200272",1674313660,0,184400,1674153930,1674137700
200273,57,"GL200273 GPA GLOBAL",1675223999,48,"GL200273",1674153630,0,25200,1674138400,1674138400
